Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
99.33737973688105,13.609440330736868,4.259428068651104,10.15815171034495,16.886664620766766,102926339.53560051,657978424.711766,250.03032278994516,28.475284147479513,1,18,5
106.77512274217338,23.80680035003394,6.358353223365744,18.288887865687105,29.2155937839608,69142673.82996742,1088989989.5273685,376.92101738128264,26.594048449790034,1,30,2
104.630715385772,17.453672200555697,7.627448955976213,17.3586203268723,26.07341238411824,143156430.92998394,507990639.2728217,128.03706529800894,29.054114869541007,1,30,5
99.5405623085274,11.750154902516107,3.942890379762382,14.258530263623802,15.955273600573884,95073689.4191131,646282387.6545898,259.3288639180899,28.50606201985097,1,18,5
99.45933768438536,7.108765443473361,4.259428068651104,14.04683073653482,16.646380470036686,80682497.5067147,634743087.5005597,289.8842581399155,28.457053477256803,1,18,5
99.15416950641664,19.04790730868569,3.250540710374806,0.0,17.487366841779263,101319576.27271928,838984309.839831,287.5162269874681,28.40075365256365,1,18,5
99.09302628452993,20.981023704579137,4.560161213184026,7.210084616339371,17.4189420142166,102926339.53560051,927039645.8935275,294.6288728019779,28.389456230697125,1,18,5
108.318932731239,19.969498154286658,6.126768580811446,21.811178835286796,30.653794064686362,120026064.59659834,824942481.2597836,236.17800463966228,24.874139517753886,1,29,2
105.45903169081562,19.04790730868569,0.8250606939669825,18.138370761851018,26.78625639331263,87664356.23199092,853204770.0706997,316.11762539512,28.60891236940861,1,12,2
104.06846302508822,17.69042595523745,7.822433013183078,14.414604201896772,25.943083300858103,145219204.1098676,517757138.31540465,128.03706529800894,29.1345946287963,1,30,5
103.3663570565552,18.0779836935204,8.916719521622623,10.707899095119979,25.7373745175306,147303419.52080753,434749351.65781265,89.11086322032513,29.252210407357293,1,30,5
99.76359863001484,16.722932452539343,3.6078066313442805,14.04683073653482,15.613351290054162,107857395.06739621,757360384.0340437,259.3288639180899,28.50606201985097,1,18,5
99.70281863053368,16.472035222354165,3.250540710374806,14.258530263623802,15.782576255958574,102926339.53560051,783873773.7437867,275.7194993543731,28.492083584689134,1,18,5
99.6420026006676,7.294231306314833,3.250540710374806,15.543012459354003,16.108431136860716,82045424.25405361,706358336.6467791,299.3847830301651,28.466874042028596,1,18,5
99.62172257284482,10.10841209464482,4.259428068651104,16.09027127766985,16.272916949124447,89111521.15349558,623359115.690242,266.3352702699924,28.45424586311519,1,18,5
107.15365761783195,10.639349269294181,6.802569384735836,19.228249954445563,29.56176170012603,89111521.15349558,385252202.3162084,190.89097638367917,26.234999894489587,1,29,2
103.48369643517249,18.30649169578706,8.565067829949879,10.707899095119979,25.813301830150778,145219204.1098676,488873086.36115634,107.2920789365626,29.214456684640854,1,30,5
99.5405623085274,15.606265719870018,3.6078066313442805,16.95014714330857,16.576145110778914,104551477.32007799,731525805.9116656,261.6612698953547,28.40075365256365,1,18,5
104.26267629154668,16.131358910918475,8.916719521622623,14.258530263623802,26.021935472199925,143156430.92998394,299058510.2729263,58.15417346672373,29.097730460717035,1,30,5
103.03318979007635,31.004941366959844,5.1222864507022,0.0,25.68178285881757,62146700.71852846,612129070.0491307,323.32945248319436,29.293711889679564,1,30,5
103.28805878394941,30.698534043238414,1.9829174271037506,0.0,22.795465445556694,78005940.5784785,797388707.9914184,328.1505876396555,30.160544130799273,1,20,1
100.73123026066236,30.654493952722312,1.4543891541712968,0.0,12.962874582911281,80682497.5067147,811077779.9682487,325.7387042434323,28.749007600571304,1,29,2
99.98615140280917,13.609440330736868,4.259428068651104,15.543012459354003,15.464692713032054,102926339.53560051,657978424.711766,250.03032278994516,28.4822872751738,1,18,5
103.3663570565552,29.940423181173422,8.384590112342261,7.210084616339371,25.62119982450507,19981641.143946413,401254138.2619482,389.2656823102372,29.333759955173917,1,16,5
102.87604214621906,18.53211394808027,2.866091477607385,12.615300326430166,21.29060110142493,101319576.27271928,824942481.2597836,285.15106854712974,29.78799123682093,1,12,2
99.90527887063608,13.299885703741245,3.942890379762382,18.062464379319,16.16871559603977,99731058.31667142,681846375.6994048,259.3288639180899,28.386629913915186,1,18,5
99.80409864447557,15.783253766488063,3.6078066313442805,18.138370761851018,16.302392467036302,106195119.19193278,731525805.9116656,259.3288639180899,28.372486536883375,1,18,5
100.04676410563975,16.217206569984153,3.250540710374806,18.946047349356856,16.11599670437623,102926339.53560051,770531492.0278755,273.36895949936013,28.37390176011395,1,18,5
99.27634616679211,13.089507458970393,3.250540710374806,12.615300326430166,17.730771461246487,98160656.80427833,706358336.6467791,271.02139594315867,28.205528238032194,1,18,5
99.09302628452993,16.302597256021713,3.6078066313442805,11.978830046075016,17.170842779364907,106195119.19193278,757360384.0340437,261.6612698953547,28.172381215957778,1,18,5
103.56185085311375,17.69042595523745,8.916719521622623,10.15815171034495,25.979208117212224,147303419.52080753,409439638.44259477,81.19597136150726,29.142477125225156,1,30,5
104.06846302508822,29.62222869824901,8.013469861157443,11.978830046075016,25.56729191115471,21500633.673204873,470300655.08805186,409.13737332670047,29.376224069695063,1,29,1
103.22929717799667,13.71109046630387,1.4543891541712968,7.210084616339371,25.920437951195126,90575910.36933118,797388707.9914184,304.15186252169434,29.184416609892335,1,30,1
99.52026219222311,14.402729005889498,5.641698571321771,17.3586203268723,17.67672520352604,114695449.16435751,568720329.1449201,204.326678398939,28.15938099241185,1,18,5
99.35771616383106,14.594351844930998,3.6078066313442805,16.65603710876287,17.802204855737564,102926339.53560051,706358336.6467791,256.99954645827887,28.146364015474212,1,18,5
103.73748891101835,29.25405141523315,7.822433013183078,7.210084616339371,25.794949080244564,20985331.067629036,537712241.3591242,429.15259541285866,29.263899372028302,1,16,1
99.31703926334076,13.91218452080104,4.847217293353381,17.277978380493796,17.908041896813053,107857395.06739621,612129070.0491307,227.0088005470586,28.092672688871136,1,18,5
99.03184638011355,13.299885703741245,2.866091477607385,16.866827331167233,17.54900280322767,95073689.4191131,744358977.3402144,280.429436854405,28.06790751595589,1,18,5
99.09302628452993,4.687477702146401,2.4472470975040217,16.65603710876287,17.362460761863105,82045424.25405361,770531492.0278755,313.7190393670006,28.05623221664375,1,18,5
99.09302628452993,10.243590903322055,3.250540710374806,16.09027127766985,17.170842779364907,89111521.15349558,706358336.6467791,285.15106854712974,28.046005212458304,1,18,5
99.11341143106064,14.011658511522427,2.866091477607385,14.770289496524995,17.170842779364907,98160656.80427833,744358977.3402144,275.7194993543731,28.003525111309756,1,18,5
108.13181186490581,16.88809730632291,4.847217293353381,8.538493872291445,30.55025030176412,118229683.72075336,694021138.6755698,227.0088005470586,25.103414143573534,1,29,2
103.40548457085123,15.427234337187155,3.942890379762382,14.770289496524995,22.561073998099417,106195119.19193278,718859410.1007699,256.99954645827887,29.872866564924298,1,12,2
99.45933768438536,9.971504324220296,3.6078066313442805,15.682247633932446,17.908041896813053,89111521.15349558,669832613.616699,278.0729976729645,28.007927934669347,1,18,5
99.31703926334076,11.146170896584165,5.641698571321771,15.543012459354003,17.54900280322767,95073689.4191131,517757138.31540465,227.0088005470586,27.984423891268072,1,18,5
99.1745424401356,12.767554322624983,4.560161213184026,14.414604201896772,17.362460761863105,101319576.27271928,634743087.5005597,245.39998351029368,27.9726512187453,1,18,5
99.49995805103305,12.325484418370255,3.6078066313442805,14.770289496524995,17.730771461246487,96608243.22452107,694021138.6755698,268.6768267603737,27.953491140106625,1,18,5
107.51206429125462,5.196633124885154,5.386737762530929,12.302407603119882,29.755254815087476,70361768.52759326,558239105.1870857,287.5162269874681,26.13775293662631,1,29,1
104.08790021249935,11.750154902516107,3.250540710374806,18.363511402008655,23.380947710022085,93556867.58308275,706358336.6467791,278.0729976729645,29.959500699894825,1,12,2
102.12638026994418,14.498856090145969,3.942890379762382,16.866827331167233,18.797345576275355,104551477.32007799,681846375.6994048,252.3502558534932,28.91276224110539,1,29,2
106.0713684012568,21.177321270168463,5.1222864507022,19.228249954445563,28.263584614316866,102926339.53560051,942363845.4238213,292.25514550770123,27.611345549397633,1,30,2
109.17566725120835,10.639349269294181,5.641698571321771,20.400428821209555,31.296052932672517,92057650.265353,498363063.81309974,227.0088005470586,24.111523658502716,1,29,2
107.02131862013364,17.453672200555697,6.126768580811446,13.384836850833222,29.3468910667382,129305923.29849455,657978424.711766,195.35455222680346,26.622807323239357,1,29,2
106.20485912916496,3.16917885016754,4.259428068651104,0.0,29.002182771923756,74112493.8253948,657978424.711766,308.9299880533881,26.967914637355747,1,16,2
101.88853084524537,8.490604777884904,4.560161213184026,19.15823775670906,18.081065148691227,83424948.72247668,601051554.7873839,273.36895949936013,28.611677809059177,1,29,2
106.47135200469253,17.768628590132487,6.583450301314174,17.715332123896417,28.500782420821707,135117022.59998834,634743087.5005597,175.3907811391971,27.446628000483557,1,30,2
105.765631199782,20.782800138821564,8.565067829949879,14.770289496524995,27.348478159013258,111238370.24295932,783873773.7437867,208.83476154653354,28.372486536883375,1,30,2
99.90527887063608,29.7590425927234,2.866091477607385,7.210084616339371,18.640519793567552,70361768.52759326,797388707.9914184,345.1063339142546,27.749313414522423,1,16,2
105.40144768812132,16.217206569984153,3.6078066313442805,23.451701037335276,25.541404079893447,107857395.06739621,744358977.3402144,259.3288639180899,29.531737184388273,1,12,1
106.01410802423331,20.312472685351008,8.200786783903864,14.770289496524995,28.58161109086345,121842131.35535622,757360384.0340437,195.35455222680346,27.42175991685089,1,30,2
105.15156251496799,14.402729005889498,4.560161213184026,27.002489165132463,25.2374059621139,107857395.06739621,657978424.711766,238.47860783829773,29.72730255524396,1,20,1
104.20444927968522,19.620324130611788,6.126768580811446,10.707899095119979,23.823956406860663,121842131.35535622,811077779.9682487,233.88069943947744,29.850790460080763,1,12,2
106.14766881864624,30.91772802095155,8.200786783903864,15.543012459354003,26.842238010040482,31735503.495421976,325984233.50614774,311.32315539079394,28.81834553832869,1,29,1
106.01410802423331,5.436642450076251,5.641698571321771,18.288887865687105,26.5378964019986,69142673.82996742,517757138.31540465,282.7887995277297,29.016963447487864,1,12,1
100.06696041027128,10.243590903322055,3.6078066313442805,18.062464379319,19.00148553710547,90575910.36933118,669832613.616699,275.7194993543731,27.554696389453717,1,18,2
106.39527745921981,31.178584767148013,6.358353223365744,16.65603710876287,26.85876608120911,52633972.919921994,479519387.7235144,308.9299880533881,28.823764118413763,1,29,1
105.59327554946843,30.03067483013063,8.200786783903864,7.210084616339371,28.42822165853539,22558646.720118564,401254138.2619482,381.851833029897,27.644876221974023,1,29,2
105.2669658415114,6.320072858668891,3.6078066313442805,27.619838870119406,25.487051411680767,80682497.5067147,694021138.6755698,301.7669343902664,29.677501665777054,1,12,2
105.07455846312723,12.767554322624983,4.560161213184026,24.377760134766056,25.144554248900526,101319576.27271928,634743087.5005597,245.39998351029368,29.861834242196245,1,12,2
104.18503324187505,28.833854553723004,4.847217293353381,10.707899095119979,23.755873148728742,51646556.87729595,797388707.9914184,389.2656823102372,29.641248816786913,1,29,2
99.60143853211073,16.472035222354165,3.250540710374806,20.23872112263054,18.74543419958768,102926339.53560051,783873773.7437867,275.7194993543731,27.387463668373673,1,18,2
105.01676937771481,5.196633124885154,6.126768580811446,7.210084616339371,27.692995210511146,65577137.268083066,479519387.7235144,275.7194993543731,28.261487054132434,1,29,2
100.57058676659351,31.004941366959844,5.1222864507022,10.707899095119979,18.61405939737439,62146700.71852846,601051554.7873839,320.9228461163453,27.725193442130866,1,30,2
110.37523091971211,21.628151226480334,5.1222864507022,13.384836850833222,31.917707326586292,98160656.80427833,973581823.217386,304.15186252169434,23.4171892453481,1,29,2
108.61767342127717,13.609440330736868,4.560161213184026,24.576883664738798,30.398343761509636,104551477.32007799,634743087.5005597,238.47860783829773,25.648991811688486,1,29,2
106.39527745921981,8.649218385249567,4.560161213184026,20.968301155700473,26.732054607934923,84821195.51047412,601051554.7873839,271.02139594315867,28.96365796284036,1,12,1
110.2650342948915,21.046667568194067,4.847217293353381,11.978830046075016,31.885107835253585,102926339.53560051,927039645.8935275,292.25514550770123,23.510338676519765,1,29,2
105.3246213738449,13.71109046630387,2.866091477607385,27.260377064642558,25.560238414991737,95073689.4191131,757360384.0340437,285.15106854712974,29.69495865029934,1,12,2
100.57058676659351,12.325484418370255,1.9829174271037506,0.0,18.920490602549112,89111521.15349558,783873773.7437867,301.7669343902664,27.815344243153376,1,16,2
100.67101815039425,9.109789939135394,4.259428068651104,17.277978380493796,19.021599684807278,86234289.57522643,634743087.5005597,278.0729976729645,27.56237061420923,1,18,2
108.98997830555244,10.639349269294181,3.942890379762382,22.610655229429888,30.545854425163704,92057650.265353,646282387.6545898,268.6768267603737,25.515110620301922,1,29,2
102.9939247388893,14.87716706199098,5.1222864507022,15.543012459354003,21.35454494149191,114695449.16435751,623359115.690242,220.1674220718005,28.677825478466936,1,29,2
102.83671874798455,10.243590903322055,4.847217293353381,15.543012459354003,21.191845442741435,90575910.36933118,579348564.1645468,254.67333713713404,28.625493819236258,1,29,2
106.45233832776022,16.472035222354165,5.8881102738378,17.277978380493796,28.18211824679132,127409779.10722259,612129070.0491307,190.89097638367917,27.953491140106625,1,29,1
100.81145869463434,21.436146304449778,2.866091477607385,16.44155707652938,19.23941628972697,93556867.58308275,911903238.3596511,313.7190393670006,27.54086779334626,1,18,2
99.5405623085274,23.92175359166721,3.250540710374806,16.09027127766985,18.6879134555475,82045424.25405361,957877386.0388765,345.1063339142546,27.14878410792081,1,18,2
110.2650342948915,8.80520793111563,2.4472470975040217,7.210084616339371,31.7114741580969,86234289.57522643,744358977.3402144,299.3847830301651,23.91189992767784,1,20,2
107.32357439916838,12.098543713431216,6.126768580811446,14.770289496524995,30.03626457183653,101319576.27271928,452262868.48031116,195.35455222680346,26.180310644630058,1,29,2
106.45233832776022,30.74250664240257,5.641698571321771,21.395554094968116,27.28926842884551,54649724.04890533,579348564.1645468,332.98219509333416,28.68057239449287,1,29,1
100.67101815039425,30.07569217303525,0.8250606939669825,0.0,19.648102520092905,82045424.25405361,838984309.839831,325.7387042434323,27.79737909834928,1,16,2
112.3588093935871,16.722932452539343,4.847217293353381,24.125562615937305,30.77509623608273,120026064.59659834,694021138.6755698,224.72491783226704,18.432112899222,1,29,1
105.59327554946843,29.667908166046892,5.1222864507022,19.228249954445563,27.749953585208424,50672626.9985474,706358336.6467791,371.9997026760166,28.36257445426529,1,16,1
104.32087169126599,30.03067483013063,3.250540710374806,22.3580584315656,23.62972129420633,70361768.52759326,783873773.7437867,342.6764014141726,29.262601244015073,1,12,2
104.30147673396615,15.246090324850885,2.866091477607385,23.921079747930325,23.48421227830785,99731058.31667142,757360384.0340437,275.7194993543731,29.206628483865433,1,12,2
100.71116344527748,16.472035222354165,3.6078066313442805,18.73052184973101,19.648102520092905,106195119.19193278,757360384.0340437,263.9967450405352,27.43886344951499,1,18,2
112.59311100487959,17.21359857334274,5.8881102738378,25.609960294624834,30.690030596377618,129305923.29849455,646282387.6545898,193.1208652829519,18.531376790703536,1,29,1
108.69223370698613,11.631779934484895,5.641698571321771,19.15823775670906,30.41911101152289,98160656.80427833,507990639.2728217,217.89385846577105,25.812303801466822,1,29,2
106.20485912916496,12.21252732325619,3.250540710374806,20.968301155700473,28.19120100651201,95073689.4191131,706358336.6467791,275.7194993543731,28.034304469476297,1,29,1
101.05177247749126,14.110436358175798,2.4472470975040217,17.277978380493796,19.758416568336507,95073689.4191131,770531492.0278755,289.8842581399155,27.486905610937445,1,18,2
105.95681753953957,6.109340305465855,5.386737762530929,22.01488388023856,27.909673413221,71596355.80392845,527663892.8978072,278.0729976729645,28.307172259709827,1,29,1
103.75698640082211,16.217206569984153,3.250540710374806,21.1528886179614,22.83656000438005,102926339.53560051,770531492.0278755,273.36895949936013,28.81427973296032,1,12,2
110.32014600433062,0.0,4.847217293353381,7.210084616339371,31.987817316533715,66750478.62838317,623359115.690242,313.7190393670006,23.707628868467136,1,29,2
110.08113457942261,18.23064823117106,5.1222864507022,15.543012459354003,31.482658885863206,120026064.59659834,757360384.0340437,231.58671493459752,24.49138732031104,1,29,2
105.59327554946843,17.8464812647584,6.802569384735836,7.210084616339371,29.58413820899933,135117022.59998834,623359115.690242,173.19244416315257,26.884428089545,1,29,2
106.14766881864624,29.484737007340723,9.423119364723657,11.978830046075016,29.210639399416472,9864199.313736333,347342397.38707167,426.64300865989816,27.25540477950637,1,29,2
101.4510656263302,17.294000281896185,4.847217293353381,7.210084616339371,20.998560302110022,118229683.72075336,718859410.1007699,233.88069943947744,27.837755355473508,1,16,2
107.02131862013364,14.78349609007863,3.250540710374806,27.43037744207101,27.471725425947984,101319576.27271928,744358977.3402144,271.02139594315867,28.76264013706339,1,12,2
103.62042904365907,0.8182699429116826,4.560161213184026,18.946047349356856,22.8081302917848,69142673.82996742,646282387.6545898,313.7190393670006,28.522810917713848,1,12,2
102.20554381249624,18.30649169578706,7.0161567996475,10.707899095119979,21.510459894078622,137095394.9669158,634743087.5005597,168.80810504518251,27.929859179454287,1,29,2
101.59045776126614,9.549734975351504,2.866091477607385,18.288887865687105,20.74030803731767,87664356.23199092,731525805.9116656,297.0054239377926,27.39838905030671,1,12,2
107.70023311698,31.091892866854714,5.1222864507022,0.0,30.420592931946878,63275367.63925961,612129070.0491307,318.51889906024815,26.06102191685374,1,24,2
104.61137630823704,28.880864938356947,5.1222864507022,7.210084616339371,24.779189050071132,48764767.44163334,783873773.7437867,394.21987619317525,29.341493521248616,1,29,2
108.85981258863657,11.146170896584165,5.386737762530929,11.978830046075016,31.05745065378137,95073689.4191131,527663892.8978072,229.29607416998803,25.307678197287984,1,24,1
107.8880825162358,11.983506316381712,6.583450301314174,12.615300326430166,30.129402031670057,101319576.27271928,426185980.17995894,186.4427174908478,26.424836215990386,1,24,2
100.06696041027128,3.5105511781698557,5.1222864507022,0.0,20.994648091031287,67938950.73401313,579348564.1645468,301.7669343902664,26.90413663528911,1,16,2
111.21653916260209,17.8464812647584,3.6078066313442805,16.09027127766985,31.68626941061779,107857395.06739621,797388707.9914184,266.3352702699924,22.97619385974987,1,29,2
107.94437529129499,30.654493952722312,5.1222864507022,7.210084616339371,30.6566972218104,58848147.36777852,634743087.5005597,335.4018924106608,25.849025904097747,1,24,1
106.88882017848418,4.947287092316213,3.6078066313442805,27.828186993124206,28.009895680299113,78005940.5784785,694021138.6755698,306.5395521168477,28.4345708766444,1,29,1
104.76599169385064,30.56621010129551,5.386737762530929,8.538493872291445,24.926013698613918,55678290.35084879,612129070.0491307,340.2490084978057,29.322148881805074,1,29,2
99.11341143106064,14.402729005889498,4.259428068651104,19.15823775670906,17.59792935484958,106195119.19193278,669832613.616699,245.39998351029368,26.355609841812786,1,18,2
110.9794077121598,24.876348161486668,6.583450301314174,29.572441818290745,30.752089997578015,52633972.919921994,1106278363.3603315,419.12734747798476,20.30773152292222,1,29,1
105.84214605628684,27.77817273764113,7.822433013183078,10.15815171034495,29.576151793943005,19493058.04749491,770531492.0278755,484.8970104518457,27.070065887019506,1,24,2
105.95681753953957,17.294000281896185,3.942890379762382,20.23872112263054,26.742500568365212,111238370.24295932,757360384.0340437,254.67333713713404,29.37879212893973,1,12,2
106.96455313116547,28.50246828271811,7.627448955976213,16.866827331167233,29.408711480288634,22025039.249940787,669832613.616699,459.4342725630815,27.266477676548735,1,24,2
105.70820969590176,19.04790730868569,2.866091477607385,18.363511402008655,26.603737457014294,98160656.80427833,853204770.0706997,292.25514550770123,29.500056655804432,1,20,2
103.8544204470802,19.04790730868569,1.9829174271037506,19.228249954445563,23.270481763138363,93556867.58308275,853204770.0706997,306.5395521168477,28.43034986035758,1,12,2
108.318932731239,15.246090324850885,6.126768580811446,17.277978380493796,30.91075342679278,123678017.04240441,537712241.3591242,179.7996095296577,25.684494917452398,1,24,1
111.63487768490805,24.432015885688024,4.847217293353381,24.527317860484054,31.081253617758318,70361768.52759326,1055022346.6675357,376.92101738128264,21.402728316296248,1,29,2
106.14766881864624,1.4348923214564875,3.250540710374806,16.65603710876287,26.9655492358305,76692062.99961708,731525805.9116656,316.11762539512,29.344070107633435,1,20,2
100.04676410563975,9.109789939135394,2.866091477607385,19.228249954445563,19.536204874008895,86234289.57522643,718859410.1007699,297.0054239377926,26.385092399739595,1,18,2
112.10595121320141,15.871002180326713,3.250540710374806,7.210084616339371,29.04587130817048,101319576.27271928,757360384.0340437,273.36895949936013,18.677718335134315,1,29,1
107.64381608338608,28.021817209950054,7.822433013183078,18.062464379319,29.444344149107657,19493058.04749491,718859410.1007699,479.7883031276131,27.392147457112216,1,24,1
107.02131862013364,6.91894374278186,3.250540710374806,20.968301155700473,27.654849662892477,82045424.25405361,706358336.6467791,301.7669343902664,28.91141949147648,1,12,2
103.05281685986655,6.724458615845588,4.847217293353381,15.543012459354003,22.43983582540632,76692062.99961708,590125180.4996002,282.7887995277297,27.580764556761267,1,12,2
111.03417412603355,23.92175359166721,6.358353223365744,24.527317860484054,30.90223284279231,66750478.62838317,1106278363.3603315,381.851833029897,21.487975201155276,1,29,2
111.21653916260209,23.28213437958907,7.0161567996475,10.15815171034495,31.193999880443553,71596355.80392845,1088989989.5273685,359.7385654695626,22.5110033536036,1,29,2
107.45555111057887,30.786412046586815,4.560161213184026,26.04804171692932,28.33189548788788,64418806.77513717,657978424.711766,330.5650890715906,28.412038546147777,1,29,1
105.15156251496799,6.320072858668891,1.9829174271037506,18.363511402008655,25.387006915908817,83424948.72247668,783873773.7437867,313.7190393670006,29.18703222959244,1,12,2
100.4298188309155,12.21252732325619,5.641698571321771,20.655507414976803,19.48437453633531,102926339.53560051,507990639.2728217,211.094209835687,26.312086884195022,1,18,2
99.2966947407865,10.243590903322055,5.386737762530929,26.251928243860956,18.041060520402002,90575910.36933118,537712241.3591242,243.0896191358853,25.94020743197407,1,18,2
109.52763186498906,21.628151226480334,4.847217293353381,22.15878173836039,30.30291976050845,98160656.80427833,957877386.0388765,304.15186252169434,21.125547873329154,1,29,1
110.79666262091898,20.782800138821564,5.8881102738378,11.978830046075016,30.997023197763582,109538435.21258801,911903238.3596511,271.02139594315867,22.330007290482843,1,29,1
107.45555111057887,16.722932452539343,5.386737762530929,20.108047840457655,30.212722078082436,123678017.04240441,657978424.711766,208.83476154653354,26.752003448562167,1,29,2
101.15173941245031,10.243590903322055,5.1222864507022,22.5827851690684,20.23654851851548,90575910.36933118,547903528.4208369,247.71355841914024,26.424836215990386,1,29,2
112.41292121418998,29.849880009525137,6.126768580811446,14.414604201896772,28.841040510531073,40816961.27840795,612129070.0491307,379.38524302658607,19.319825385784174,1,29,1
109.41660422160523,24.488021738726868,4.560161213184026,21.84044303215866,30.298426948042504,71596355.80392845,1038339870.8140018,371.9997026760166,21.241956641836044,1,29,1
110.55865429371748,26.42121923374207,2.4472470975040217,26.542496504583802,31.28506329635495,72846557.00104502,911903238.3596511,357.2936548156308,23.742392962319066,1,29,2
106.39527745921981,27.38354763995758,9.423119364723657,10.15815171034495,29.709565342768713,8464367.74354601,694021138.6755698,531.2267198784028,27.30592217754804,1,24,2
109.17566725120835,23.044927120283887,5.8881102738378,18.73052184973101,30.086746299895477,80682497.5067147,1055022346.6675357,345.1063339142546,21.201250812387833,1,23,2
109.6570257880364,22.6235452050769,5.641698571321771,23.504510624637515,30.41614658955284,87664356.23199092,1038339870.8140018,330.5650890715906,21.47281894519107,1,29,1
106.64232665048202,18.680976358671465,6.126768580811446,10.707899095119979,27.508609290584893,127409779.10722259,744358977.3402144,213.35722640504736,29.210543318756766,1,30,2
112.3588093935871,11.146170896584165,5.386737762530929,21.69356714196324,28.847873980192436,95073689.4191131,527663892.8978072,231.58671493459752,19.79055764466512,1,29,1
108.98997830555244,16.472035222354165,5.1222864507022,23.504510624637515,30.812383134841113,118229683.72075336,681846375.6994048,222.444450166009,26.24554862590216,1,29,2
102.48214795076711,31.135271127788787,7.0161567996475,21.12228057843525,21.049250832089687,46001269.94342128,417749831.8249414,304.15186252169434,26.53115646996884,1,29,2
112.23244966092659,5.668254356419909,3.6078066313442805,23.02302901683653,28.931235958116595,79336044.24127525,694021138.6755698,304.15186252169434,20.05356023540746,1,29,1
108.13181186490581,3.829821234746666,3.6078066313442805,26.04804171692932,29.160971726561314,76692062.99961708,706358336.6467791,311.32315539079394,27.96528628434392,1,20,1
